source,speaker,text
comcast,customer,Internet speed and price of bundle
comcast,customer,RE: Comcast Internet Illegal charges
comcast,customer,Possible Internet Speed Throttling by my Comcast Internet Provider
comcast,customer,Slow speed
comcast,customer,Inaccurate billing
comcast,customer,Comcast Internet Pricing
comcast,customer,Billing/contract issue related to data cap
comcast,customer,Comcast Data Billing
comcast,customer,Data Caps
comcast,customer,Comcast
comcast,customer,Comcast
comcast,customer,Comcast
comcast,customer,"Prolonged internet outage, tardy response"
comcast,customer,comcast internet
comcast,customer,Improper billing from Comcast
comcast,customer,Deceptive sales tactics
comcast,customer,Misrepresentation of terms
comcast,customer,"Consumer Fraud - Sell at One Price, Then Advise Price is Higher"
comcast,customer,Misleading communication.
comcast,customer,Comcast Chat Agent Help
comcast,customer,Fees
comcast,customer,Comcast cable company Florida
comcast,customer,Misleading Advertising
comcast,customer,Comcast
comcast,customer,Unfair Billing Practices regarding Comcast
comcast,customer,Unfair Comcast Bill
comcast,customer,comcast services
comcast,customer,Comcast internet speeds extremely slow
comcast,customer,comcast internet service - billing problem
comcast,customer,Comcast speed and billing
comcast,customer,Comcast refusal to cancel service under false contract claims
comcast,customer,Terrible Service and Ripped off by Comcast
comcast,customer,Extremely slow internet speeds; Horrible support
comcast,customer,Promissed a package and then denied
comcast,customer,HBO GO on Playstation 3
comcast,customer,Comcast secretly raising my bill for services I never agreed to. Again.
comcast,customer,Lied about $70 technician fee
comcast,customer,Internet Too Slow
comcast,customer,Internet Speed Drops & Signal on Borderline
comcast,customer,Comcast Service for EXTERIOR Line Replacement Billed to customer
comcast,customer,Comcast Complaint
comcast,customer,I am being unfairly billed
comcast,customer,Internet Prices in U.S.A
comcast,customer,Comcast throttling my speeds for streaming video
comcast,customer,Consistently slow internet speeds
comcast,customer,Internet Speeds nowhere close to what I pay for
comcast,customer,Billed without service
comcast,customer,Slow Internet
comcast,customer,"Billed for modem rental for several years, Comcast refuses to refund under ""caveat emptor"""
comcast,customer,Misleading information given
comcast,customer,Contract Cancellation Fees and Unauthorized Changes
comcast,customer,"no internet service, no on demand service"
comcast,customer,internet and on demand service
comcast,customer,Unfair Charges and substandard service
comcast,customer,Comcast Automatic Payments
comcast,customer,Outage and unfair practices
comcast,customer,Fraudolent pratice
comcast,customer,Comcast service
comcast,customer,Comcast Billing Practices
comcast,customer,Comcast
comcast,customer,Comcast Mistreatment
comcast,customer,Slow connection speed for wifi
comcast,customer,"Comcast Speeds Low, and Often Disconnections"
comcast,customer,Comcast Service
comcast,customer,Denial of Refund for Overpayment
comcast,customer,Comcast data cap
comcast,customer,Comcast unfair billing
comcast,customer,Comcast
comcast,customer,Slow Service
comcast,customer,Comcast Internet
comcast,customer,Comcast
comcast,customer,Internet Issue
comcast,customer,Business Class Service
comcast,customer,DNS Web hosting
comcast,customer,Fraudulent account
comcast,customer,Comcast Internet Service Complaint
comcast,customer,Billing Issues
comcast,customer,Comcast poor service or throttling
comcast,customer,Comcast Refuses to Fix Billing If a Virus Causes Data Usage Over Cap on a system protected by THEIR AV
comcast,customer,No broadband service provided
comcast,customer,Poor Service from Comcast
comcast,customer,300 gb cap
comcast,customer,Comcast Data Caps
comcast,customer,"Slow speeds, poor service,."
comcast,customer,Billing and Service
comcast,customer,comcast of indiana
comcast,customer,Comcast trial of putting cap on internet usage.
comcast,customer,Comcast Data Caps
comcast,customer,Comcast Data Cap & Code Injection
comcast,customer,Comcast billing/service
comcast,customer,Comcast-flat fee contract-misrepresentation
comcast,customer,Comcast Internet problems
comcast,customer,Comcast Internet Billing
comcast,customer,Comcast xfinity triple play
comcast,customer,Billing issues with Comcast
comcast,customer,Comcast Internet
comcast,customer,Comcast outage - Bay Area
comcast,customer,Comcast of East Windsor NJ Complaint
comcast,customer,Terrible Comcast service
comcast,customer,Complaint against Comcast for incredibly bad service
comcast,customer,Data Caps
comcast,customer,Internet service speed
comcast,customer,Comcast xfinity price gouging seniors
comcast,customer,Misrepresentation of billing
comcast,customer,"Constant non response, or passing to other operator. Supervisers inability to resolve of help. Numerous lies told."
comcast,customer,Comcast chronic lies
comcast,customer,Comcast Internet Only Service
comcast,customer,Comcast broke 36 month contract by increasing bill.
comcast,customer,unfair billing practices
comcast,customer,Installation Charges
comcast,customer,Comcast Over Charging Bundle PKG
comcast,customer,Comcast/Xfinity Data Allowance
comcast,customer,pricing
comcast,customer,60 days to close my account
comcast,customer,Fraudulent billing by Comcast.
comcast,customer,Comcast Failed to Switch our Systems to New Location and Shut Down the Current Location
comcast,customer,Comcast slamming issue
comcast,customer,Please stop Broadband bandwidth caps
comcast,customer,comcast internet in emeryville throttles speed
comcast,customer,Pricing Concerns
comcast,customer,"95 Palmer Road, Enfield NH Internet Pricing"
comcast,customer,"Overpriced, low quality service"
comcast,customer,Bundled Service
comcast,customer,Comcast customer service and billing complaint
comcast,customer,Comcast Throttling
comcast,customer,"lack of service, Service call complaint"
comcast,customer,"lack of service, Service call complaint"
comcast,customer,Comcast fradulent Marketing and billing for internet
comcast,customer,Unreliable service for the past three years
comcast,customer,Comcast has doubled my internet fee without warning
comcast,customer,Frequent disconnects
comcast,customer,BILLING ISSUE
comcast,customer,Comcast Unfair Billing Practices
comcast,customer,Comcast deceptive selling billing lack of service - SECOND And EXPANDED COMPLAINT
comcast,customer,Comcast complaint about internet speed
comcast,customer,Comcast Billing Issues
comcast,customer,Comcast
comcast,customer,No Internet for last 6 days and Comcast is not doing anything
comcast,customer,Comcast Price Gouging
comcast,customer,Unable to renew IP address
comcast,customer,Comcast
comcast,customer,COMCAST
comcast,customer,Comcast Issues
comcast,customer,Comcast will not service our home
comcast,customer,Comcast/xfinity
comcast,customer,Comcast Billing and Service Issues
comcast,customer,Poor service
comcast,customer,Data cap
comcast,customer,Comcast
comcast,customer,internet billing
comcast,customer,Comcast fluctuating prices
comcast,customer,Recurring Comcast service issues and long waits for non-service
comcast,customer,Multiple billing an dcompetative issues.
comcast,customer,Comcast fraudualent billing
comcast,customer,Comcast Service
comcast,customer,Re: Internet Too Expensive
comcast,customer,Charged for Services not provided
comcast,customer,paying for WiFi and its not working
comcast,customer,ISP Data Cap
comcast,customer,Internet Connection and Speed Issues
comcast,customer,Comcast internet
comcast,customer,Comcast Will Not Provide Online Content Without Cable Box
comcast,customer,Internet cap
comcast,customer,Lack of reasonable infrastructure close to town
comcast,customer,Comcast Throttling Speeds
comcast,customer,comcast
comcast,customer,Comcast Throttling My Internet
comcast,customer,Un able to access my email address after relocae to a new address
comcast,customer,Internet speed issues with Comcast and picture freezing issues when watching TV
comcast,customer,Systemic failures with Comcast
comcast,customer,Comcast/Xfinity
comcast,customer,Comcast internet and lack of communication and response
comcast,customer,billing issues
comcast,customer,Comcast knowingly over billed
comcast,customer,Horrible/Unacceptable Service of Comcast
comcast,customer,Comcast overcharge
